Word	Pronunciation	POS	Meaning	Verb Class		Volition status				first number is used in counting up from 1 (hai is also used in time); second number is the generally used modifier (number + noun) 				tanmqe/ camgyu 								teptyu (coinage system)					
eukiin	œkɪn	n	people; enthnicity; race; affix = -euk / -iin																								
euko	œko	n	cave; cavern																								
eusn	œsn̩	n	lung dragon (lóng); Chinese style dragon																								
eut	œt	n	straw; dry grass																								
faeka	fekɑ	n	honest person																								
faete 	fetɛ	n	belief; truth; trust																								
faeth	feθ	n	emerald																								
faeyome	fejomɛ	n	faith																								
fanjo	fɑɲo	n	confidence 																								
fanka	fɑŋkɑ	n	actor; orator (dramatic)																								
fe'a	fɛʔɑ	n	wind; breeze	weather																							
feame'e	fɛjɑmɛʔɛ	n	windy weather	weather																							
feraeh	fɛɾeː; fɛɾeh	n	perfect wind (for sailing; often also kite flying)																								
fet	fɛt	n	mosquito; annoying usless/harmful thing	animal; insect																							
fette	fɛttɛ	n	annoyance																								
fiity	fɪtə	n	rope (also called siai)																								
fiityaesa	fɪtʲesɑ	n	pastry of a braided ring of noodles filled with seasoned meat and washed with egg before baking to a golden brown (from rope noodle)	food; wbw																							
foth	foθ	n	block; cube																								
fozi	fozi	n	slab																								
fueno	fuɛno	n	lighter; match; something that gives off or starts a light																								
fusiba	fusibɑ	n	road; highway; trade route (maintained; lit. lit path)																								
fusuji	fusuʒi	n	lighthouse light																								
fute	futɛ	n	glow																								
futik	futik	n	glow cap (mushroom)	plant																							
fyajo	fjɑʒo	n	freedom																								
fyriae	fəɾie	n	decorative bamboo; highly prized for it's emerald color that seems to glow; grows only in extreme pure water (from yriae and possibly fosh; faethii; fueun; and/or fuii)																								
gaeden	ɡedɛn	n	sign language 																								
gaeleka	gelɛkɑ	n	linguist																								
gaelekveu	gelɛkvœ	n	linguistics; study of languages																								
gaelen	gelɛn	n	language																								
gaelenyt	gelɛnət	n	language family (group of related languages)																								
gaeleuk	ɡelœk	n	spoken language																								
gaerem	ɡeɾɛm	n	written language																								
gai	ɡaɪ	n	chasm; narrow; strait (esp via water; not much room; hard to traverse)																								
gliin	glɪn	n	snow melt																								
Gliinvel	glɪnvɛl	n	August (snow melt month; cor. w/ february)	time																							
gome	gomɛ	n	multiplication																								
gromt	gɾomt	n	criminal laborer/slave																								
guc	guç	n	cup; mug																								
gwen	ɡʷɛn	n	antelope																								
gwii	gwɪ	n	snow	weather																							
gwiimeut	ɡʷɪmœt	n	snow owl	mount																							
gwiiniliva	ɡʷɪnilivɑ	n	snowball fight																								
gwiinilo	ɡʷɪnilo	n	snowball																								
Gwiivel	gwɪvɛl	n	July (snow month; cor. w/ january)	time																							
gwiixuji	ɡʷɪxuʒi	n	snow leopard	animal; mammal																							
gwiixujimeut	ɡʷɪxuʒimœt	n	snow owl cat (gryphon)	mount																							
gwjiae	ɡʍuʒie	n	siberian tiger	animal; mammal																							
gwl	ɡʍul	n	fog																								
gwsii	ɡʍusɪ	n	squid	animal; fish																							
gyyr	ɡʲəɾ	n	spine; ridge; blade; edge (also dae) 																								
haejen	heʒɛn	n	holiday; celebration (piece of year)																								
haichu	haɪtʃu	n	snoth (snail moth)	insect																							
haimaun	haɪmaʊn	n	skill or ability to control of imai																								
hakuai	hɑkuaɪ	n	knuckle; approximate inch (from kuai and modified he-)	measure; body																							
halut	hɑlut	n	gardenia 	plant																							
hanakh	hɑnɑkʰ	n	forearm; also foot (measure not body part); cubit (12-18 inches; from nakh + modified he-; also tskai)	measure; body																							
hanul	hɑnul	n	redwood	tree																							
hanyth	hɑnəθ	n	parents																								
harut	hɑɾut	n	lute; koto; stringed instrument																								
hasho	hɑʃo	n	wit																								
hashr	hɑʃɾ	n	power (implies more political or social; sometimes hashra') 																								
hashrhnte	hɑʃɾ̥n̩tɛ	n	power gained from meditation																								
hatsa	hɑtsɑ	n	seasons	time																							
hawa	hɑwɑ	n	paradise																								
hawa'wbe	hɑwɑʔʍubɛ	n	an intense feeling of the spirit; a deep sense of being loved or lifted up that pierces one's soul. (sometimes tyehawa'wbe for extra emphasis on the feeling) 																								
he'ie	hɛʔiɛ	n	wish; hope																								
heban	hɛbɑn	n	store; shop																								
hebanka	hɛbɑnkɑ	n	store owner; shop keeper																								
hechuq	hɛtʃuq	n	toe	body																							
heden	hɛdɛn	n	finger	body																							
heikh	heikʰ	n	snowflake (ice piece)																								
heimai	heimai	n	particle of mana																								
heja	hɛʒɑ	n	one of your friend group; usually a best friend																								
hejuk	hɛʒuk	n	leaf	plant																							
hejyuky	hɛʒʲukə	n	chrysalis (from leaf change); metamorphosis (esp leaves changing color)																								
hekuy	hɛkuə	n	music note																								
heleul	hɛlœl	n	invader; agitator; agressor; intruder; trespasser																								
hemojg	hɛmoʒɡ	n	hoof	body																							
henuvi	hɛnuvi	n	plank; piece of wood/lumber																								
hesaej	hɛseʒ	n	particle; piece of dust/sand																								
heshi	hɛʃi	n	morsel; little piece of food (from piece of bite)																								
het'jani	hɛtʔʒɑni	n	condemned/convicted criminal; prisoner (sg and pl)																								
hetae	hɛte	n	hunter																								
hetsit	hɛtsit	n	shoe (often shortened to tsit or hetsi; oddly a different word entirely from shoes; backforms to piece of sparkle)																								
hetyna	hɛtənɑ	n	minute (piece of joss stick)	time																							
heukii	hœkɪ	n	tooth	body																							
hevhan	hɛβɑn	n	wing (vhan for the pair of wings)	body																							
hevhxet	hɛβxɛt	n	snake throated heron (from wing snake; said to have inspired the northern Tsavhe spearfishing style using an ambushing lunging maneuver)	animal; bird; wbw																							
hido	hido	n	source; place of beginning; origin																								
hiiktya	hɪktʲɑ	n	rest stop; resting place; campsite																								
hiis	hɪs	n	ash																								
hir'i	hiɾʔi	n	burden; heavy thing 																								
hiva	hivɑ	n	fight; sport; game (playful and typically active); pretend play 																								
hiva'i 	hivɑʔi	n	toy; plaything 																								
hivaka	hivɑkɑ	n	player; athlete																								
hivanka	hivɑnkɑ	n	victor, winner																								
hivante	hivɑntɛ	n	win; victory																								
hivteya	hivtɛjɑ	n	playground; play area																								
hkiiri	hkɪɾi	n	cherry (dialectally kiri)	food																							
hkiiribaya	hkɪɾibɑjɑ	n	cherry tree (dialectally kiriba or kiribaya)	tree																							
hkiiribeth	hkɪɾibɛθ	n	cherry blossom (dialectally kiribeth)	plant																							
hlynai	hlənaɪ; ɬənaɪ	n	creamy drink based off Salep; made with orchid tuber powder	food																							
hlynna	hlənnɑ; ɬənːɑ	n	vanilla (often used in teas and incense)	spice																							
hmdykat	hmdəkɑt	n	a nonsensical pastime																								
hmote	hmotɛ	n	one's inevitability; fate																								
hod	hod	n	system																								
hodka	hodkɑ	n	plural person; system (as in DID system)																								
hodona	hodonɑ	n	ecosystem (from home system)																								
hokya	hokʲɑ	n	lungs	body																							
home	homɛ	n	exponential (as in number)																								
honno	honno	n	holder; carrier 																								
honte	hontɛ	n	a hold; clutch/clutches; grip; grasp																								
hosi	hosi	n	lungs																								
hosihiisapu	hosihɪsɑpu	n	ash lung disease 	illness																							
hren	ɾ̥ɛn	n	after image; impression; afterglow																								
hrenae	ɾ̥ɛne	n	deception (from illusion after image)																								
hrendei	ɾ̥ɛndei	n	temptation (from after image desire)																								
hrenkan	ɾ̥ɛnkɑn	n	blood glow; deep red gemstone with a golden shimmer; associated with graves and battle sites but also word as charms for protection (from blood rest stone; also called shinkan)	stone; wbw; culture																							
hres	ɾ̥ɛs	n	life (especially related to blood and biological life)																								
hreshi	ɾ̥ɛʃi	n	life blood																								
hreshieie	ɾ̥ɛʃiɛjɛ	n	blood pot (mythical flower said to be found around migrating oases that grants eternal life)	plant; wbw; culture																							
hreshin	ɾ̥ɛʃin	n	muscle tissue; muscles (from blood wick)																								
hrontya	ɾ̥ontʲɑ	n	tranquil or peaceful place																								
huahe	huɑhɛ	n	lethal trap (used more in warfare; for unwanted pests; or for dangerous monsters)	culture																							
huang	huɑŋ	n	nue (lion insect)	animal; mammal																							
huing	huiŋ	n	decorative chimes	culture																							
hupu	hupu	n	farmer; gatherer 																								
hupul	hupul	n	wheat																								
huus	huːs	n	southern aspen	plant																							
hva'eu	hvɑʔœ	n	puppet																								
hwiir	hʷɪɾ	n	snow fall																								
hwiirus	hʷɪɾus	n	the quiet sound (or lack there of) of snow falling																								
hwuchae	hʷutʃe; ʍutʃe	n	hermit crab (from shell crab; also ohwus from hidden crab)	animal; fish 																							
hwun	hʷun	n	coral	marine																							
hwun chuonate 	hʷun tʃuonɑtɛ	n	coral crab (lit. coral crawler)	animal; marine; wbw																							
