Entry Word:,Pronunciation,POS,Meaning,Verb Class,,Volition status,,,,first number is used in counting up from 1 (hai is also used in time); second number is the generally used modifier (number + noun) ,,,,tanmqe/ camgyu ,,,,,,,,teptyu (coinage system),,,,,
qoxore,,n,turkey (dirt feather),animal,,,,,,,,,,,,,,,,,,,,,,,
qoy,qoj,n,rice (of a variety that can grow in saltwater),food&,,,,,,,,,,,,,,,,,,,,,,,
qoynaec,qojneç,n,warehouse (rice house),&,,,,,,,,,,,,,,,,,,,,,,,
qwl,qʍul,n,inside corner (jutting away; space you can occupy),,,,,,,,,,,,,,,,,,,,,,,,
qywr,qəwɾ,n,fire worm,animal,,,,,,,,,,,,,,,,,,,,,,,
r'is,ɾʔis,n,footstep; footprint,,,,,,,,,,,,,,,,,,,,,,,,
r'isyt,ɾʔisət,n,footprints; the path you make through something (you're the trailmaker); steps,,,,,,,,,,,,,,,,,,,,,,,,
rbai,ɾbai,n,sphere,&,,,,,,,,,,,,,,,,,,,,,,,
re,ɾɛ,n,earth; soil; dirt,,,,,,,,,,,,,,,,,,,,,,,,
rem,,n,pen; pencil; writing implement,,,,,,,,,,,,,,,,,,,,,,,,
remka,,n,author; writer,,,,,,,,,,,,,,,,,,,,,,,,
ren,ɾɛn,n,dream,,,,,,,,,,,,,,,,,,,,,,,,
renen,,n,future,,,,,,,,,,,,,,,,,,,,,,,,
rhan,r̥ɑn,n,parlor; living room; dining room (room where most social interactions happen in the house),culture,,,,,,,,,,,,,,,,,,,,,,,
rhenjyt,,n,vacation; holiday; time off (from peaceful group),,,,,,,,,,,,,,,,,,,,,,,,
rhivae,,n,canal (from clean water),,,,,,,,,,,,,,,,,,,,,,,,
rhnejo,,n,calm; relaxation,,,,,,,,,,,,,,,,,,,,,,,,
rhnme,r̥nmɛ,n,bath; usually in a hot spring; but can include showers or other types of bathing,&,,,,,,,,,,,,,,,,,,,,,,,
rhnmetya,r̥nmɛtjɑ,n,bath house; onsen (the hot spring itself is called kephunoa) includes massages; meditiation and rhnvham,&,,,,,,,,,,,,,,,,,,,,,,,
rhnte,r̥ntɛ,n,art or meditating; relaxing; and finding inner peace,&,,,,,,,,,,,,,,,,,,,,,,,
rhntetya,r̥ntɛtjɑ,n,place of healing; holy place,&,,,,,,,,,,,,,,,,,,,,,,,
rhnvham,r̥nβɑm,n,series of stretches similar to mix of tai chi and yoga,&,,,,,,,,,,,,,,,,,,,,,,,
rhnvhime,r̥nβimɛ,n,massage,&,,,,,,,,,,,,,,,,,,,,,,,
rhou,,n,dusk,,,,,,,,,,,,,,,,,,,,,,,,
ri,ɾi,n,essence; central part; building block; base ,,,,,,,,,,,,,,,,,,,,,,,,
riiskaun,ɾɪskaʊn,n,albino person (pale person),&,,,,,,,,,,,,,,,,,,,,,,,
riiskil,ɾɪskil,n,albino plant,animal&,,,,,,,,,,,,,,,,,,,,,,,
riisyytyng,ɾɪsjətəŋg,n,albino animal,animal&,,,,,,,,,,,,,,,,,,,,,,,
riiyyn,ɾɪjən,n,shade ,*,,,,,,,,,,,,,,,,,,,,,,,
rina,ɾinɑ,n,woman (unmarried); girl; miss; -'in = title,culture,,,,,,,,,,,,,,,,,,,,,,,
rite,,n,chariot,,,,,,,,,,,,,,,,,,,,,,,,
ritsikakveu,ɾitsikɑkvœ,n,arithmetic,,,,,,,,,,,,,,,,,,,,,,,,
rivun,ɾivun,n,chance; odds; opportunity,,,,,,,,,,,,,,,,,,,,,,,,
ro ,ɾo,n,pebble; nugget; small roundish thing (used for counting; and in pet names for kids a lot),culture,,,,,,,,,,,,,,,,,,,,,,,
rone,ɾonɛ,n,man (unmarried); lad; boy; -'on = title,culture,,,,,,,,,,,,,,,,,,,,,,,
roq,ɾoq,n,event; instance; occurence; moment; time (usually viewed as a whole rather than just the initial part of something (lyus)),,,,,,,,,,,,,,,,,,,,,,,,
rouyri,ɾoujɾi,n,community (loyal gathering),&,,,,,,,,,,,,,,,,,,,,,,,
rouyrimat,ɾoujɾimɑt,n,community center (community library),&,,,,,,,,,,,,,,,,,,,,,,,
rowyn,ɾowən,n,magic rune; compounds as wyn,&,,,,,,,,,,,,,,,,,,,,,,,
royt,ɾojt,n,mud worm,animal,,,,,,,,,,,,,,,,,,,,,,,
rujjo,ɾuʒʒo,n,goodness,,,,,,,,,,,,,,,,,,,,,,,,
ruo,ɾuo,n,meeting place; conference; gathering,&,,,,,,,,,,,,,,,,,,,,,,,
ruoban,ɾuobɑn,n,bazaar; massive out door market,&,,,,,,,,,,,,,,,,,,,,,,,
ruoneac,ɾuoneç,n,court; meeting house,&,,,,,,,,,,,,,,,,,,,,,,,
rushk,ɾuʃk,n,wire,,,,,,,,,,,,,,,,,,,,,,,,
sabat,sɑbɑt,n,law; rules; government,,,,,,,,,,,,,,,,,,,,,,,,
sadavha,sɑdɑβɑ,n,grandpa (used when addressing),family&,,,,,,,,,,,,,,,,,,,,,,,
saej,seʒ,n,dust; sand (pl),,,,,,,,,,,,,,,,,,,,,,,,
saejben,,n,sand surfer,sport,,,,,,,,,,,,,,,,,,,,,,,
Saejliis,seʒlɪs,n,Wednesday (sand day),time,,,,,,,,,,,,,,,,,,,,,,,
saejuk,seʒuk,n,swamp (sand mud),&,,,,,,,,,,,,,,,,,,,,,,,
Saejvel,seʒvɛl,n,January (sand month; cor. w/ july),time,,,,,,,,,,,,,,,,,,,,,,,
Sakhiin,sɑkʰɪn,n,North (important north),direction,,,,,,,,,,,,,,,,,,,,,,,
sakyote,sɑkjotɛ,n,war,&,,,,,,,,,,,,,,,,,,,,,,,
Sameun,sɑmœn,n,East (important east),direction,,,,,,,,,,,,,,,,,,,,,,,
samonajo,,n,homesickness; melancholy; nostalgia; an unknown sadness,,,,,,,,,,,,,,,,,,,,,,,,
samybi,sɑməbi,n,grandma,family,,,,,,,,,,,,,,,,,,,,,,,
samyvh,sɑməβ,n,grandmother,family,,,,,,,,,,,,,,,,,,,,,,,
Sanoaliis,sɑnoɑlɪs,n,summer solstice,,,,,,,,,,,,,,,,,,,,,,,,
Santon,sɑnton,n,South (important south),direction,,,,,,,,,,,,,,,,,,,,,,,
sari,,n,grape,food,,,,,,,,,,,,,,,,,,,,,,,
sasriat,sɑsɾiɑt,n,poles (north and south; important farthest point),direction,,,,,,,,,,,,,,,,,,,,,,,
sasya,sɑsjɑ,n,canyon ,&,,,,,,,,,,,,,,,,,,,,,,,
satavh,sɑtɑβ,n,grandfather,family&,,,,,,,,,,,,,,,,,,,,,,,
Satsuliis,sɑtsulɪs,n,winter solstice,,,,,,,,,,,,,,,,,,,,,,,,
sau,saʊ,n,evening,time,,,,,,,,,,,,,,,,,,,,,,,
saukhae,saʊkʰe,n,boiling water,&,,,,,,,,,,,,,,,,,,,,,,,
Sauliis,saʊlɪs,n,Monday (big moon day),time,,,,,,,,,,,,,,,,,,,,,,,
Saulu,saʊlu,n,first moon (bigger one; lit important white),,,,,,,,,,,,,,,,,,,,,,,,
saulurha,saʊlur̥ɑ,n,major moonrise,,,,,,,,,,,,,,,,,,,,,,,,
saulusii,saʊlusɪ,n,major moonset,,,,,,,,,,,,,,,,,,,,,,,,
saupa,,n,blanket; cover,,,,,,,,,,,,,,,,,,,,,,,,
Sayog,sɑjog,n,West (important west),time,,,,,,,,,,,,,,,,,,,,,,,
sebn,sɛbn,n,king; ruler; leader,culture,,,,,,,,,,,,,,,,,,,,,,,
sebntya,sɛbntʲɑ,n,kingdom,,,,,,,,,,,,,,,,,,,,,,,,
senuch,senutʃ,n,fear; terror; horror (senu- for compounding),,,,,,,,,,,,,,,,,,,,,,,,
senuxeth,,n,fear of snakes,,,,,,,,,,,,,,,,,,,,,,,,
ser,,n,elephant,animal,,,,,,,,,,,,,,,,,,,,,,,
seutai,sœtai,n,rim; crown (head); (circle point),,,,,,,,,,,,,,,,,,,,,,,,
shaeiin,ʃeɪn,n,beard,,,,,,,,,,,,,,,,,,,,,,,,
shaesyu,ʃesju,n,good graces ,,,,,,,,,,,,,,,,,,,,,,,,
shai,,n,right (direction),,,,,,,,,,,,,,,,,,,,,,,,
shaik,,n,throne; power; government; king; emperor,,,,,,,,,,,,,,,,,,,,,,,,
shaikka,,n,king; emperor; person of authority or center of power ,,,,,,,,,,,,,,,,,,,,,,,,
shaikkha,,n,empire,,,,,,,,,,,,,,,,,,,,,,,,
shaiksam,,n,palace (from throne of the mountain),,,,,,,,,,,,,,,,,,,,,,,,
shaikyaud,,n,capital city,,,,,,,,,,,,,,,,,,,,,,,,
shapiro,ʃɑpiɾo,n,big guard dog (breed),animal,,,,,,,,,,,,,,,,,,,,,,,
she'el,ʃɛʔɛl,n,bronze,,,,,,,,,,,,,,,,,,,,,,,,
shel,,n,smell; frangrence; odor,,,,,,,,,,,,,,,,,,,,,,,,
sheng,,n,talent,,,,,,,,,,,,,,,,,,,,,,,,
sheum,ʃœm,n,chief; tribal leader,culture,,,,,,,,,,,,,,,,,,,,,,,
shi,ʃi,n,bite,,,,,,,,,,,,,,,,,,,,,,,,
shig,ʃig,n,contemplative; thoughtful mood,,,,,,,,,,,,,,,,,,,,,,,,
shikkaeme,ʃikkemɛ,n,punishment,,,,,,,,,,,,,,,,,,,,,,,,
shira,ʃiɾɑ,n,bird,animal,,,,,,,,,,,,,,,,,,,,,,,
shisiv,ʃisiv,n,hornet; wasp (lit. bite bee),animal,,,,,,,,,,,,,,,,,,,,,,,
shivh,ʃiβ,n,blood,body,,,,,,,,,,,,,,,,,,,,,,,
shokka,ʃokkɑ,n,master; decision maker; overseer; boss; judge; -sho = title,culture,,,,,,,,,,,,,,,,,,,,,,,
shuni,ʃuni,n,rabbit; bunny,,,,,,,,,,,,,,,,,,,,,,,,
siba,sibɑ,n,way; path; trail; road (established),,,,,,,,,,,,,,,,,,,,,,,,
sibae,sibe,n,chocolate,food,,,,,,,,,,,,,,,,,,,,,,,
siii,sɪi,n,silliness; dorkiness; the loveable quality found in children that makes them cute,,,,,,,,,,,,,,,,,,,,,,,,
siiq,sɪq,n,bear,animal,,,,,,,,,,,,,,,,,,,,,,,
siiteng,,n,bison,animal,,,,,,,,,,,,,,,,,,,,,,,
siitit,,n,shoes,,,,,,,,,,,,,,,,,,,,,,,,
siitu,,n,ivy,plant,,,,,,,,,,,,,,,,,,,,,,,
sisbaetsuliisdei,sisibetsulɪsdɛi,n,the desire for hot chocolate on a cold day,,,,,,,,,,,,,,,,,,,,,,,,
sisi,sisi,n,sister,family,,,,,,,,,,,,,,,,,,,,,,,
sisi'a,sisiʔɑ,n,younger sister,family,,,,,,,,,,,,,,,,,,,,,,,
sisibae,sisibe,n,hot chocolate,,,,,,,,,,,,,,,,,,,,,,,,
sisibaetsuliis,sisibetsulɪs,n,cold day's hot chocolate; the experience of a hot chocolate on a cold day,,,,,,,,,,,,,,,,,,,,,,,,
sisibaetsuliisdete,sisibetsulɪsdɛtɛ,n,the need for hot chocolate on a cold day,,,,,,,,,,,,,,,,,,,,,,,,
siu,siu,n,tear (from eyes),,,,,,,,,,,,,,,,,,,,,,,,
siv,siv,n,bee,animal&,,,,,,,,,,,,,,,,,,,,,,,
soem,soɛm,n,sun,,,,,,,,,,,,,,,,,,,,,,,,
soemrha,soɛmr̥ɑ,n,sunrise,,,,,,,,,,,,,,,,,,,,,,,,
soemsii,soɛmsɪ,n,sunset,,,,,,,,,,,,,,,,,,,,,,,,
sohu,sohu,n,tea,food&,,,,,,,,,,,,,,,,,,,,,,,
sot'e,sotʔɛ,n,water pig,animal,,,,,,,,,,,,,,,,,,,,,,,
soti,soti,n,pig,animal,,,,,,,,,,,,,,,,,,,,,,,
sotlen,sotlɛn,n,wandering pig (dinohyus; giant wild pig (rain pig)),animal&,,,,,,,,,,,,,,,,,,,,,,,
suon,suon,n,wasteland; desert; wilderness,,,,,,,,,,,,,,,,,,,,,,,,
syn,sən,n,eternity; forever; space; endless expance,,,,,,,,,,,,,,,,,,,,,,,,
syn,sən,n,ram (big male sheep-like animal; with massive curling horns),animal,,,,,,,,,,,,,,,,,,,,,,,
syphy,səɸə,n,water lily,plant,,,,,,,,,,,,,,,,,,,,,,,
syphy'e / esyphy,səɸəʔɛ,n,lily pad (rain lily),plant,,,,,,,,,,,,,,,,,,,,,,,
syuk,sjuk,n,guilt; shame; sorrow,&,,,,,,,,,,,,,,,,,,,,,,,
syun,sjun,n,light,,,,,,,,,,,,,,,,,,,,,,,,
ta,,n,bottom,,,,,,,,,,,,,,,,,,,,,,,,
taaj,,n,fur,,,,,,,,,,,,,,,,,,,,,,,,
taajisiiq,,n,caterpillar (lit. fuzzy bear),,,,,,,,,,,,,,,,,,,,,,,,
taelu,telu,n,bay,&,,,,,,,,,,,,,,,,,,,,,,,
takeu,,n,present; gift,,,,,,,,,,,,,,,,,,,,,,,,
takeuri,,n,gift giving; any holiday that involves exchanging of gifts,culture,,,,,,,,,,,,,,,,,,,,,,,
talik,,n,effort,,,,,,,,,,,,,,,,,,,,,,,,
talwani,,n,behemoth of a sailing ship; massive,,,,,,,,,,,,,,,,,,,,,,,,
tam,tɑm,n,world,,,,,,,,,,,,,,,,,,,,,,,,
tama,tɑmɑ,n,time ,time*,,,,,,,,,,,,,,,,,,,,,,,
tamaohzen,tɑmaʊːzɛn,n,the feeling of time passing,,,,,,,,,,,,,,,,,,,,,,,,
tambai,tɑmbai,n,cycle,&,,,,,,,,,,,,,,,,,,,,,,,
tarin,tɑɾin,n,pain,,,,,,,,,,,,,,,,,,,,,,,,
tash,,n,servant,,,,,,,,,,,,,,,,,,,,,,,,
tasn,tɑsn,n,knife,,,,,,,,,,,,,,,,,,,,,,,,
tat'ja,,n,marrow,body,,,,,,,,,,,,,,,,,,,,,,,
tauhka,,n,crow,,,,,,,,,,,,,,,,,,,,,,,,
tavh,tɑβ,n,father (used with demonstrative pronoun ie. my dad),family,,,,,,,,,,,,,,,,,,,,,,,
tavhkang,,n,dad joke,,,,,,,,,,,,,,,,,,,,,,,,
te'am,tɛʔɑm,n,head,body*,,,,,,,,,,,,,,,,,,,,,,,
te'e,tɛʔɛ,n,story,,,,,,,,,,,,,,,,,,,,,,,,
tega,tɛgɑ,n,way; method; means,&,,,,,,,,,,,,,,,,,,,,,,,
tegad/tegao,,n,way that (used often when describing how a whole action affects something: when whole clause takes a case; agrees with active -d or stative -o),,,,,,,,,,,,,,,,,,,,,,,,
tegaveti,,n,footwork; choreography (lit. legs method),,,,,,,,,,,,,,,,,,,,,,,,
tek'a,tɛkʔɑ,n,cut (little hurt),,,,,,,,,,,,,,,,,,,,,,,,
tekril,tɛkɾil,n,offense,&,,,,,,,,,,,,,,,,,,,,,,,
tem,tɛm,n,risk; gamble,,,,,,,,,,,,,,,,,,,,,,,,
temen,tɛmɛn,n,myth; legend,,,,,,,,,,,,,,,,,,,,,,,,
temte,tɛmtɛ,n,threat; hazard; danger,,,,,,,,,,,,,,,,,,,,,,,,
temteno,tɛmtɛno,n,menace,,,,,,,,,,,,,,,,,,,,,,,,
ten,tɛn,n,river,,,,,,,,,,,,,,,,,,,,,,,,
tenae,tɛne,n,ocean ,,,,,,,,,,,,,,,,,,,,,,,,
tenikh,tɛnikʰ,n,glacier,&,,,,,,,,,,,,,,,,,,,,,,,
tenmeki,tɛnmɛki,n,green river ,,,,,,,,,,,,,,,,,,,,,,,,
teno,tɛno,n,a household deity; minor god; spirit of the land (ie powerful being that'll make contracts; ghost that still has sanity); title = -teno,culture,,,,,,,,,,,,,,,,,,,,,,,
tenwa,tɛnwɑ,n,river plain; delta,,,,,,,,,,,,,,,,,,,,,,,,
tenyejo ,tɛnjɛʒo,n,skilled; talented person; master artist (worked to get there); also called shengka or yejo; -tejo = title ,culture,,,,,,,,,,,,,,,,,,,,,,,
tepas,tɛpɑs,n,rich; wealthy,,,,,,,,,,,,,,,,,,,,,,,,
tepaya,tɛpɑjɑ,n,overly rich; ridiculously wealthy,,,,,,,,,,,,,,,,,,,,,,,,
tephe,tɛɸɛ,n,paper,,,,,,,,,,,,,,,,,,,,,,,,
tepro,tɛpɾo,n,pip (coin),,,,,,,,,,,,,,,,,,,,,,,,
tepsyn,tɛpsən,n,ram (coin),culture,,,,,,,,,,,,,,,,,,,,,,,
tept,tɛpt,n,a coin; money,culture,,,,,,,,,,,,,,,,,,,,,,,
teptio,teptio,n,mink; ermine (coin),culture,,,,,,,,,,,,,,,,,,,,,,,
teukau,,n,tip of the tongue; blade of tongue,body,,,,,,,,,,,,,,,,,,,,,,,
teum,,n,lip,body,,,,,,,,,,,,,,,,,,,,,,,
teumyth,,n,lips (bilabial),body,,,,,,,,,,,,,,,,,,,,,,,
teuph,tœɸ,n,edge; fringe; border; side; boundary,,,,,,,,,,,,,,,,,,,,,,,,
teuphae,,n,coast (lit. water boundary),,,,,,,,,,,,,,,,,,,,,,,,
teya,tɛjɑ,n,place; location; land,,,,,,,,,,,,,,,,,,,,,,,,
teyamui,,n,temple (also called monhavo from home of god),,,,,,,,,,,,,,,,,,,,,,,,
thekh,θɛk,n,wood; trunk,,,,,,,,,,,,,,,,,,,,,,,,
thekhsav'i,,n,sequoia (from long tall trunk),,,,,,,,,,,,,,,,,,,,,,,,
theun,,n,defection,,,,,,,,,,,,,,,,,,,,,,,,
theunka,,n,defector (but more so going against a despotic government to help those targeted),,,,,,,,,,,,,,,,,,,,,,,,
theunqat,,n,defector; traitor; coward; switch coat (very insulting),,,,,,,,,,,,,,,,,,,,,,,,
thume,,n,current,,,,,,,,,,,,,,,,,,,,,,,,
ti'ar,tiʔɑɾ,n,copper,,,,,,,,,,,,,,,,,,,,,,,,
tichu,,n,stick,,,,,,,,,,,,,,,,,,,,,,,,
ticna,tiçnɑ,n,heaven; the universe,,,,,,,,,,,,,,,,,,,,,,,,
tii'el,tɪʔɛl,n,tide,,,,,,,,,,,,,,,,,,,,,,,,
tiimn,tɪmn,n,card,,,,,,,,,,,,,,,,,,,,,,,,
tiip,tɪp,n,ears,body,,,,,,,,,,,,,,,,,,,,,,,
tiipzi,tɪpzi,n,one ear,body,,,,,,,,,,,,,,,,,,,,,,,
tiiti,tɪti,n,brother,family&,,,,,,,,,,,,,,,,,,,,,,,
tiiti'a,tɪtiʔɑ,n,younger brother,family*,,,,,,,,,,,,,,,,,,,,,,,
tik,tik,n,mushroom,food,,,,,,,,,,,,,,,,,,,,,,,
tiku,tiku,n,goat,,,,,,,,,,,,,,,,,,,,,,,,
Tikvel,tikvɛl,n,April (mushroom month; cor. w/ october),time,,,,,,,,,,,,,,,,,,,,,,,
tio,tio,n,mink; ermine,animal,,,,,,,,,,,,,,,,,,,,,,,
tiwcae,,n,abyss (without depth),,,,,,,,,,,,,,,,,,,,,,,,
tiwjo,,n,depth; drop,,,,,,,,,,,,,,,,,,,,,,,,
tjepa,,n,spider,,,,,,,,,,,,,,,,,,,,,,,,
tkal,tkɑl,n,dragon,mount,,,,,,,,,,,,,,,,,,,,,,,
tkalae,tkɑle,n,sea serpent,animal&,,,,,,,,,,,,,,,,,,,,,,,
tkalaevoikh,tkɑlevɔikʰ,n,leviathan (ice dragon),animal&,,,,,,,,,,,,,,,,,,,,,,,
tkali'ejukii,tkɑliʔɛʒukɪ,n,pangolin (lit. leafy shield dragon),animal&,,,,,,,,,,,,,,,,,,,,,,,
tkalka,tkɑlkɑ,n,dragon rider (most often used for Yats),culture&,,,,,,,,,,,,,,,,,,,,,,,
tkalkkaun,tkɑlkkaʊn,n,term for a mail runner or a Yat (person of the Hekatl tribe of dragon riders) ,&,,,,,,,,,,,,,,,,,,,,,,,
tkalli'enak,tkɑlliʔɛnɑk,n,iguana; crocodile; komodo dragon; or any type of scaly lizard,,,,,,,,,,,,,,,,,,,,,,,,
tkaute,,n,anticipation; excitment,,,,,,,,,,,,,,,,,,,,,,,,
tniik,tnɪk,n,needle; thorn; spike; spine (often compounds as -niik),,,,,,,,,,,,,,,,,,,,,,,,
to,to,n,boy (underage),,,,,,,,,,,,,,,,,,,,,,,,
tok'a,tokʔɑ,n,pigmy chicken,food,,,,,,,,,,,,,,,,,,,,,,,
tokang,,n,joke (from make laugh; back-analyzed as boy focus),,,,,,,,,,,,,,,,,,,,,,,,
tokhes,tokʰɛs,n,tonight,time,,,,,,,,,,,,,,,,,,,,,,,
toktok,toktok,n,chicken,food,,,,,,,,,,,,,,,,,,,,,,,
ton,ton,n,sound,,,,,,,,,,,,,,,,,,,,,,,,
tonliin,,n,rhyme (lit. same sound),,,,,,,,,,,,,,,,,,,,,,,,
tonnyoj,tonnjoʒ,n,music (lit pleasing sound; more often use kuy tho),,,,,,,,,,,,,,,,,,,,,,,,
tonnyojka,tonnjoʒkɑ,n,musician,&,,,,,,,,,,,,,,,,,,,,,,,
tosaukhae,tosaʊkʰe,n,sound of boiling water,&,,,,,,,,,,,,,,,,,,,,,,,
tovh,toβ,n,bread,food,,,,,,,,,,,,,,,,,,,,,,,
towo,towo,n,respectful title; sir; lord (gender neutral),culture,,,,,,,,,,,,,,,,,,,,,,,
tsaer,,n,ancestor (also a respectful title),,,,,,,,,,,,,,,,,,,,,,,,
tsaf,,n,ant (insect),,,,,,,,,,,,,,,,,,,,,,,,
tsan,tsɑn,n,bad end; doom; destruction; downfall; terrible fate; ruin,,,,,,,,,,,,,,,,,,,,,,,,
Tsanua,,n,Long winter (every 10 years),time,,,,,,,,,,,,,,,,,,,,,,,
tsaq,tsɑq,n,a type of sport native to the tsavhe,&culture,,,,,,,,,,,,,,,,,,,,,,,
tsatseme,tsɑtsɛmɛ,n,deceit,&,,,,,,,,,,,,,,,,,,,,,,,
tsatte,tsɑttɛ,n,lie (words),&,,,,,,,,,,,,,,,,,,,,,,,
tsavhe,ʦɑβɛ,n,speaker or culture of tsevhu (from Hatsavheiin - people of the new season),culture/name,,,,,,,,,,,,,,,,,,,,,,,
tsen,tsɛn,n,end; finish; death (euphemism),,,,,,,,,,,,,,,,,,,,,,,,
tseu,tsœ,n,memory (specific),,,,,,,,,,,,,,,,,,,,,,,,
tseukano,,n,monument (memory stone),,,,,,,,,,,,,,,,,,,,,,,,
tseume,tsœmɛ,n,anxiety; worry,&,,,,,,,,,,,,,,,,,,,,,,,
tseunbo,tsœnbo,n,trouble; big problem,,,,,,,,,,,,,,,,,,,,,,,,
tseuyaen,tsœjen,n,worried; fearful; anxious mood,&,,,,,,,,,,,,,,,,,,,,,,,
tsevhu,ʦɛβu,n,conlang's name,name,,,,,,,,,,,,,,,,,,,,,,,
tsi,tsi,n,deer,animal,,,,,,,,,,,,,,,,,,,,,,,
tsiin,tsɪn,n,lightning,weather,,,,,,,,,,,,,,,,,,,,,,,
tsik,tsik,n,spark,,,,,,,,,,,,,,,,,,,,,,,,
tsika,tsikɑ,n,amount; number; quantity; volume,,,,,,,,,,,,,,,,,,,,,,,,
tsikakveu,tsikɑkvœ,n,mathematics,,,,,,,,,,,,,,,,,,,,,,,,
tsikka,tsikkɑ,n,mathematician,,,,,,,,,,,,,,,,,,,,,,,,
tskai,tskai,n,forearm; also foot; cubit,,,,,,,,,,,,,,,,,,,,,,,,
tsol,,n,trunk,tree,,,,,,,,,,,,,,,,,,,,,,,
tsoq,,n,neck,body,,,,,,,,,,,,,,,,,,,,,,,
tsucetme,ʦuçɛtmɛ,n,stasis; cryofreeze,,,,,,,,,,,,,,,,,,,,,,,,
tsul,tsul,n,cold (atmospheric temperature),weather,,,,,,,,,,,,,,,,,,,,,,,
Tsulua,tsuluɑ,n,Small winter,time,,,,,,,,,,,,,,,,,,,,,,,
tsuliis,tsulɪs,n,cold day; winter day,,,,,,,,,,,,,,,,,,,,,,,,
Tsulme'e,tsulmɛʔɛ,n,winter weather,weather,,,,,,,,,,,,,,,,,,,,,,,
tsuri,,n,lotus,plant ,,,,,,,,,,,,,,,,,,,,,,,
tsyu,tsju,n,lake,&,,,,,,,,,,,,,,,,,,,,,,,
tum,,n,turnip,food,,,,,,,,,,,,,,,,,,,,,,,
tume,,n,air current,,,,,,,,,,,,,,,,,,,,,,,,
tumeben,,n,cloud surfer (lit. air current sail; similar to wind surfer),sport,,,,,,,,,,,,,,,,,,,,,,,
tumsiiq,,n,turnip bear,animal,,,,,,,,,,,,,,,,,,,,,,,
tvy,tvə,n,eel,animal,,,,,,,,,,,,,,,,,,,,,,,
twn,tʍun,n,sky; heaven,,,,,,,,,,,,,,,,,,,,,,,,
twnben,,n,kite (lit. sky sail),,,,,,,,,,,,,,,,,,,,,,,,
twnkhaeseme,,n,sky race ,sport,,,,,,,,,,,,,,,,,,,,,,,
twnkhoka,,n,sky racer,,,,,,,,,,,,,,,,,,,,,,,,
twnkhov,,n,sky chariot/wagon ,,,,,,,,,,,,,,,,,,,,,,,,
twnme'e,tʍunmɛʔɛ,n,clear weather,weather,,,,,,,,,,,,,,,,,,,,,,,
twnnobae,tʍunnobe,n,amazing/astouding thing; wonder (lit salt water sky; originating from when a thin layer of water covers a salt flat to make a natural mirror),&,,,,,,,,,,,,,,,,,,,,,,,
twnrite,,n,gondola (lit. sky chariot),,,,,,,,,,,,,,,,,,,,,,,,
twnsibae,,n,heavenly chocolate (for Ed it's Snickers),,,,,,,,,,,,,,,,,,,,,,,,
Twnvel,tʍunvɛl,n,December (sky month; cor. w/ june),time,,,,,,,,,,,,,,,,,,,,,,,
twnyoj,,n,apple of your eye (lit. heaven's child; how parents will brag about their child),,,,,,,,,,,,,,,,,,,,,,,,
twnyojyt,,n,apples of your eye (lit. heaven's children; how parents will brag about their children),,,,,,,,,,,,,,,,,,,,,,,,
tyaj,,n,connection,,,,,,,,,,,,,,,,,,,,,,,,
tyaja,tjɑʒɑ,n,kilometer; mile (in between but closer to a kilometer ye),,,,,,,,,,,,,,,,,,,,,,,,
tyau,tjaʊ,n,metal,,,,,,,,,,,,,,,,,,,,,,,,
Tyauliis,tjaʊlɪs,n,Thursday (metal day),time,,,,,,,,,,,,,,,,,,,,,,,
tyaunete,,n,helmet (metal cap),,,,,,,,,,,,,,,,,,,,,,,,
tyeb,tjɛb,n,commotion; mess; tumult,,,,,,,,,,,,,,,,,,,,,,,,
tyem,tjɛm,n,pressure,,,,,,,,,,,,,,,,,,,,,,,,
tyeri,,n,turkey; also a friendly insult,,,,,,,,,,,,,,,,,,,,,,,,
tyevob,tjɛvob,n,chaos,,,,,,,,,,,,,,,,,,,,,,,,
tymor,təmoɾ,n,memory (ability to remember),,,,,,,,,,,,,,,,,,,,,,,,
tyna,tənɑ,n,incense; joss stick (used for tracking time),culture,,,,,,,,,,,,,,,,,,,,,,,
tynaf,tənɑf,n,hour  (from joss stick + lit),time,,,,,,,,,,,,,,,,,,,,,,,
tynais,tənais,n,hourglass (glass joss stick),,,,,,,,,,,,,,,,,,,,,,,,
tyuk,tjuk,n,a spiritual deity; (lacks physical representation; represents an ideal; often a totem/soulful items),culture,,,,,,,,,,,,,,,,,,,,,,,
tzae,dze,n,ward; barrier; circuit,,,,,,,,,,,,,,,,,,,,,,,,
u'o,,n,beat; rhythm; cadence,,,,,,,,,,,,,,,,,,,,,,,,
udi,udi,n,milk,food&,,,,,,,,,,,,,,,,,,,,,,,
ueru,,n,mountain chain/belt,,,,,,,,,,,,,,,,,,,,,,,,
ukeb,ukɛb,n,mud; good earth; planting earth; any viscous liquid,,,,,,,,,,,,,,,,,,,,,,,,
ukii,ukɪ,n,teeth,body&,,,,,,,,,,,,,,,,,,,,,,,
ukiiteum,,n,lip bite (labialdental),,,,,,,,,,,,,,,,,,,,,,,,
ukyen,,n,dam,,,,,,,,,,,,,,,,,,,,,,,,
uqu,uqu,n,angle,,,,,,,,,,,,,,,,,,,,,,,,
uqufe,,n,direction the wind blows; angle of the wind,,,,,,,,,,,,,,,,,,,,,,,,
uquferaeh,,n,the perfect angle for sailing (beam reach) where you can get the fastest speed,,,,,,,,,,,,,,,,,,,,,,,,
